CO_CNES,CO_UNIDADE,CO_UF,CO_IBGE,NU_CNPJ_MANTENEDORA,NO_RAZAO_SOCIAL,NO_FANTASIA,CO_NATUREZA_ORGANIZACAO,DS_NATUREZA_ORGANIZACAO,TP_GESTAO,CO_NIVEL_HIERARQUIA,DS_NIVEL_HIERARQUIA,CO_ESFERA_ADMINISTRATIVA,DS_ESFERA_ADMINISTRATIVA,CO_ATIVIDADE,TP_UNIDADE,CO_CEP,NO_LOGRADOURO,NU_ENDERECO,NO_BAIRRO,NU_TELEFONE,NU_LATITUDE,NU_LONGITUDE,CO_TURNO_ATENDIMENTO,DS_TURNO_ATENDIMENTO,NU_CNPJ,NO_EMAIL,CO_NATUREZA_JUR,ST_CENTRO_CIRURGICO,ST_CENTRO_OBSTETRICO,ST_CENTRO_NEONATAL,ST_ATEND_HOSPITALAR,ST_SERVICO_APOIO,ST_ATEND_AMBULATORIAL,CO_MOTIVO_DESAB,CO_AMBULATORIAL_SUS,leitos
2091550,3550302091550,35,355030,,INST CEMA DE OFTALMOLOGIA E OTORRINOLARINGOLOGIA,INST CEMA DE OFTALMOLOGIA E OTORRINOLARINGOLOGIA,,,M,,,M ,MUNICIPAL,4,5,3117000,RUA PASCOAL MOREIRA,450,MOOCA,,-23.5628212,-46.5908971,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",3456304000156.0,patriciasilva@cemahospital.com.br,3999,1.0,0.0,0.0,1.0,1,1,,SIM,31
2091585,3550302091585,35,355030,46374500000194.0,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,HOSPITAL ESTADUAL DE SAPOPEMBA SAO PAULO,,,E,,,E ,ESTADUAL,4,5,3975130,RUA MANOEL FRANCA DOS SANTOS,174,JARDIM SAPOPEMBA,(11) 2014-6000,-23.611336,-46.493671,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46374500015116.0,secretaria@hesap.org.br,1023,1.0,1.0,1.0,1.0,1,1,,SIM,126
2091755,3550302091755,35,355030,46374500000194.0,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,HOSPITAL GERAL DE VILA PENTEADO DR JOSE PANGELLA SAO PAULO,,,E,,,E ,ESTADUAL,3,5,2802120,AV MINISTRO PETRONIO PORTELA,1642,JARDIM IRACEMA,(11) 3976-9911,-23.4896036,-46.69821438,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46374500011390.0,administracaodiretoria@hgvp.org.br,1023,1.0,1.0,1.0,1.0,1,1,,SIM,163
2091801,3550302091801,35,355030,,HOSPITAL E PRONTO SOCORRO COMUNITARIO VILA IOLANDA LTDA,HOSPITAL CENTRAL LESTE,,,M,,,M ,MUNICIPAL,4,5,8451010,RUA CABO JOSE TEIXEIRA,189,GUAIANAZES,(11) 2551-5072,-23.53790175,-46.40313519,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",53636015000107.0,licenciamentosp@rededor.com.br,2062,1.0,1.0,0.0,1.0,1,1,,NAO,138
2092093,3556802092093,35,355680,,HOSPITAL E MATERNIDADE SAO VICENTE DE PAULO,HOSPITAL E MATERNIDADE SAO VICENTE DE PAULO VIRADOURO SP,,,M,,,M ,MUNICIPAL,4,5,14740154,DO HOSPITAL,53,CENTRO,,-20.872477,-48.296801,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",72938079000107.0,hospitalviradouro.com.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,32
2092107,3516402092107,35,351640,46374500000194.0,SECRETARIA DE ESTADO DA SAUDE,HOSPITAL DE CLINICAS DE FRANCO DA ROCHA,,,E,,,E ,ESTADUAL,4,5,7850320,DOS COQUEIROS,300,CENTRO,,-23.322,-46.727,3,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,46374500005668.0,,1023,0.0,1.0,1.0,1.0,1,1,10.0,SIM,0
2092298,3523902092298,35,352390,46634440000100.0,MUNICIPIO DE ITU,SANTA CASA DE ITU,,,M,,,M ,MUNICIPAL,4,5,13300025,RUA JOAQUIM BERNARDES BORGES,372,CENTRO,,-23.27045298,-47.29529046,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,,1244,1.0,1.0,0.0,1.0,1,1,,SIM,94
2092395,3519302092395,35,351930,45355575000165.0,PREFEITURA MUNICIPAL DE IBATE,HOSPITAL MUNICIPAL IBATE,,,M,,,M ,MUNICIPAL,4,5,14815057,RUA FLORIANO PEIXOTO,403,CENTRO,(16)33431191,-21.95659896,-47.99546957,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,saude@ibate.sp.gov.br,1244,1.0,1.0,1.0,1.0,1,1,,SIM,16
2092611,3505502092611,35,350550,,SANTA CASA DE MISERICORDIA DE BARRETOS,SANTA CASA DE BARRETOS,,,M,,,M ,MUNICIPAL,4,5,14780320,AVENIDA 23,1208,CENTRO,(17)33212500,-20.55967065,-48.57416153,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",44782779000110.0,provedoria@santacasabarretos.com,3999,1.0,1.0,0.0,1.0,1,1,,SIM,193
2092638,3515402092638,35,351540,,SANTA CASA DE MISERICORDIA DE FARTURA,SANTA CASA DE FARTURA,,,M,,,M ,MUNICIPAL,4,5,18870013,PRACA DR JOSE SEBASTIAO DE OLIVEIRA,44,CENTRO,(14)33821100,-23.395202,-49.502935,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",47795448000102.0,santacasafartura@uol.com.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,12
2092980,3505802092980,35,350580,,ASSOCIACAO BENEFICENTE DE BASTOS,HOSPITAL DE BASTOS,,,M,,,M ,MUNICIPAL,4,5,17694334,RUA PREF PAULO SEIZI ZAKIMI,55,CENTRO,(14)34781096,-21.92217551,-50.73019624,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",44930931000164.0,hospbastos@acibastos.com.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,21
2093227,3521802093227,35,352180,,IRMANDADE DA SANTA CASA DE MISERICORDIA DE ITAI,IRMANDADE DA SANTA CASA DE MISERICORDIA DE ITAI,,,M,,,M ,MUNICIPAL,4,5,18734032,RODOVIA SP 255 KM 299,S/N,CHACARA STO ANTONIO,(14)37611565,-23.419975,-49.09918785,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",45931359000110.0,scitai@hotmail.com,3999,1.0,1.0,1.0,1.0,1,1,,SIM,25
2093324,3515502093324,35,351550,,IRMANDADE DA SANTA CASA DE MISERICORDIA DE FERNANDOPOLIS,SANTA CASA DE FERNANDOPOLIS,,,E,,,E ,ESTADUAL,5,5,15601012,AVN AFONSO CAFARO,2630,JARDIM SANTISTA,(17)34656122,-20.295209,-50.247067,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",47844287000108.0,pagamentomedico@santacasafernandopolis.com.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,103
2093332,3546602093332,35,354660,,IRMANDADE SANTA CASA MISERICORDIA DE SANTA FE DO SUL,SANTA CASA DE SANTA FE DO SUL,,,M,,,M ,MUNICIPAL,3,5,15775000,RUA TRES,1269,CENTRO,(17)36419100,-20.21205,-50.92989,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",50572395000175.0,scsf_fat@yahoo.com.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,51
2093502,3532602093502,35,353260,,ASSOCIACAO LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DE DEUS,HOSPITAL SAO DOMINGOS NA PROV DE DEUS NHANDEARA,,,E,,,E ,ESTADUAL,4,5,15193004,AV PEDRO PEDROSA,236,JD NOSSA SRA APARECI,(17)3467-4910,-20.69821747,-50.0365927,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",53221255001546.0,hospitalsaodomingos@alsg.org.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,39
2095912,3512002095912,35,351200,,SOCIEDADE FILANTROPICA HOSPITAL JOSE VENANCIO,HOSPITAL JOSE VENANCIO,,,M,,,M ,MUNICIPAL,4,5,14770013,DR LAMOUNIER DE ANDRADE,126,CENTRO,017 3411125,-20.71559719,-48.54555845,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",47266838000195.0,,3999,1.0,1.0,1.0,1.0,1,1,,SIM,51
2096005,3531302096005,35,353130,,UNIMED DE MONTE ALTO COOPERATIVA DE TRABALHO MEDICO,HOSPITAL UNIMED,,,M,,,M ,MUNICIPAL,4,5,15910081,RUA JEREMIAS DE PAULA EDUARDO,2071,CENTRO,16 3243030,-21.2642627,-48.50028765,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",67577171000400.0,,2143,1.0,1.0,1.0,1.0,1,1,,SIM,30
2096196,3509202096196,35,350920,46523023000181.0,PREFEITURA DO MUNICIPIO DE CAJAMAR,HOSPITAL ENF ANTONIO POLICARPO DE OLIVEIRA,,,M,,,M ,MUNICIPAL,4,5,7793665,AV BENTO DA SILVA BUENO,202,POLVILHO,(11)31355521,-23.411503,-46.825172,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,faturamentohmeapo450@gmail.com,1244,1.0,1.0,1.0,1.0,1,1,,SIM,34
2096412,3524402096412,35,352440,,SANTA CASA DE MISERICORDIA DE JACAREI,SANTA CASA DE MISERICORDIA DE JACAREI,,,M,,,M ,MUNICIPAL,4,5,12327270,RUA ANTONIO AFONSO,119,CENTRO,(12)39545600,-23.3075016,-45.97039815,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",50471564000180.0,adm.superintendencia@santacasajacarei.com.br,3999,1.0,0.0,0.0,1.0,1,1,,SIM,151
2096463,3530702096463,35,353070,,IRMANDADE DA SANTA CASA DE MISERICORDIA DE MOGI GUACU,SANTA CASA DE MOGI GUACU,,,M,,,M ,MUNICIPAL,4,5,13840005,RUA CHICO DE PAULA,608,CENTRO,38611313,-22.36464181,-46.94305658,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",52739950000136.0,diretoria@santacasamogiguacu.org.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,140
2096498,3530702096498,35,353070,45301264000113.0,HOSPITAL MUNICIPAL DR TABAJARA RAMOS,HOSPITAL MUNICIPAL DR TABAJARA RAMOS,,,M,,,M ,MUNICIPAL,4,5,13844070,AVENIDA PADRE JAIME,1500,PLANALTO VERDE,38919444,-22.3786904,-46.94067478,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,hmtr@dglnet.com.br,1244,1.0,0.0,0.0,1.0,1,1,,SIM,61
2096617,3540802096617,35,354080,,HOSPITAL ASSISTENCIAL DE POTIRENDABA,HOSPITAL ASSISTENCIAL MARIA CAVALOTTI NEVES POTIRENDABA,,,M,,,M ,MUNICIPAL,4,5,15105222,AVN ANNA JOSEPHA PERES GARCIA,430,VIL SCARPELLI,(17)38278400,-21.03814401,-49.37903881,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",51855534000130.0,hospap@hotmail.com.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,27
2097117,3549802097117,35,354980,,CENTRO MEDICO RIO PRETO SC LTDA,HOSPITAL AUSTA SAO JOSE DO RIO PRETO,,,M,,,M ,MUNICIPAL,4,5,15070650,AVENIDA MURCHID HOMSI,1385,MANSUR DAUD,(17)32213000,-20.82259825,-49.36494637,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",48310098000100.0,same@austa.com.br scristina@austa.com.br,2054,1.0,1.0,1.0,1.0,1,1,,NAO,113
2097605,3549802097605,35,354980,60007648000111.0,INSTITUTO ESPIRITA NOSSO LAR,HOSPITAL IELAR,,,M,,,M ,MUNICIPAL,4,5,15025100,RUA PRESCILIANO PINTO,1811,BOA VISTA,(17)21391200,-20.8130236,-49.3919074,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",60007648000383.0,faturamento@ielar.com.br,3999,1.0,1.0,1.0,1.0,1,1,10.0,SIM,0
2097613,3549802097613,35,354980,,ASSOCIACAO PORTUGUESA DE BENEFICENCIA DE SAO JOSE DO RIO PRE,HOSPITAL INFANTE D HENRIQUE,,,M,,,M ,MUNICIPAL,4,5,15015750,RUA LUIZ VAZ DE CAMOES,3150,REDENTORA,(17)21391800,-20.82174978,-49.39027497,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",59972307000105.0,benesjrp@terra.com.br,3999,1.0,0.0,1.0,1.0,1,1,,SIM,200
2097877,3556202097877,35,355620,,IRMANDADE DA SANTA CASA DE MISERICORDIA DE VALINHOS,IRMANDADE DA SANTA CASA DE MISERICORDIA DE VALINHOS,,,M,,,M ,MUNICIPAL,4,5,13271210,AV 11 DE AGOSTO,2745,VILA EMBARE,(19)38695111,-22.96324,-47.01142,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46056487000125.0,diretoriaclinica@santacasadevalinhos.com.br,3999,1.0,0.0,1.0,1.0,1,1,,SIM,106
2680785,3550302680785,35,355030,,AMICO SAUDE LTDA,UNIDADE AVANCADA SANTO AMARO,,,M,,,M ,MUNICIPAL,4,5,4753001,RUA BARAO DO RIO BRANCO,515,SANTO AMARO,(11) 2185-0676,-23.6505946,-46.7092508,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",51722957017310.0,milira@amil.com.br,2054,1.0,0.0,0.0,1.0,1,0,,SIM,62
2688433,3507602688433,35,350760,,IRM DO SR BOM JESUS DOS PASSOS DA STA CASA MIS BRG PTA,COMPLEXO HOSPITALAR SANTA CASA BRAGANCA PAULISTA,,,M,,,M ,MUNICIPAL,4,5,12900480,RUA CEL ASSIS GONCALVES,700,CENTRO,(11) 44818016,-22.95122205,-46.54306555,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",45615309000124.0,francisco@santacasabraganca.com.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,128
2688565,3550302688565,35,355030,,SOCIEDADE BENEFICENTE SAO CAMILO,HOSPITAL SAO CAMILO POMPEIA,,,M,,,M ,MUNICIPAL,4,5,5022001,AV POMPEIA,1178,POMPEIA,(11)36774503,-23.5342547,-46.6880967,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",60975737000232.0,eliezer.soares@hospitalsaocamilosp.org.br,3999,1.0,0.0,0.0,1.0,1,1,,NAO,268
2688573,3550302688573,35,355030,46374500000194.0,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,HOSPITAL GERAL DE VILA NOVA CACHOEIRINHA SAO PAULO,,,E,,,E ,ESTADUAL,4,5,2720200,AV DEPUTADO EMILIO CARLOS,3000,VILA NOVA CACHOEIRIN,(11) 3859-4822,-23.51835565,-46.8496225,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46374500010823.0,hgvnc@saude.sp.gov.br,1023,1.0,0.0,1.0,1.0,1,1,,SIM,167
2688581,3550302688581,35,355030,,IRMANDADE SANTA CASA DE MISERICORDIA DE SAO PAULO,HOSPITAL GERIATRICO E DE CONVALESCENTES D PEDRO II,,,M,,,M ,MUNICIPAL,3,5,2265002,AV GUAPIRA,2674,JACANA,(11)21761200,-23.46666137,-46.58378005,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",62779145000432.0,dir.clinica@santacasasp.org.br,3999,0.0,0.0,0.0,0.0,1,1,,SIM,18
2688603,3550302688603,35,355030,,ASSOCIACAO CONGREGACAO DESANTA CATARINA,HOSPITAL SANTA CATARINA,,,M,,,M ,MUNICIPAL,4,5,1310000,PAULISTA,200,BELA VISTA,,-23.56956825,-46.64540598,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",60922168000771.0,,3999,1.0,0.0,0.0,1.0,1,1,,NAO,301
2688611,3550302688611,35,355030,,REDE D OR SAO LUIZ S A,SAO LUIZ UNIDADE ITAIM,,,M,,,M ,MUNICIPAL,4,5,4544000,RUA DOUTOR ALCEU DE CAMPOS RODRIGUES,95,VILA NOVA CONCEICAO,(11) 3040-1100,-23.5908379,-46.6737583,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",6047087000210.0,licenciamentosp@rededor.com.br,2046,1.0,1.0,1.0,1.0,1,1,,NAO,325
2688689,3550302688689,35,355030,,IRMANDADE DA SANTA CASA DE MISERICORDIA DE SAO PAULO,SANTA CASA DE SAO PAULO HOSPITAL CENTRAL SAO PAULO,,,E,,,E ,ESTADUAL,5,5,1221020,RUA DR CESARIO MOTA JUNIOR,112,VILA BUARQUE,(11) 2176-7000,-23.5431724,-46.64990519,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",62779145000190.0,dir.clinica@santacasasp.org.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,627
2688700,3501602688700,35,350160,,HOSPITAL SAO LUCAS S A,HOSPITAL SAO LUCAS,,,M,,,M ,MUNICIPAL,4,5,13465240,AVENIDA BRASIL,263,VIL MEDON,19 3475 7400,-22.74548241,-47.33389735,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",43254267000118.0,helton@saolucashosp.com.br,2054,1.0,0.0,0.0,1.0,1,1,,NAO,68
2690764,3529402690764,35,352940,,HOSPITAIS INTEGRADOS DA GAVEA S A,HOSPITAL E MATERNIDADE BRASIL UNIDADE MAUA,,,M,,,M ,MUNICIPAL,4,5,9310320,RUA MARTIM AFONSO,114,VILA GUARANI,(11) 4544-2085,-23.670206,-46.4736652,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",31635857002155.0,licenciamentosp@rededor.com.br,2054,1.0,1.0,1.0,1.0,1,1,,NAO,84
2698374,3541202698374,35,354120,,SOCIEDADE BENEFICENTE DE PRESIDENTE BERNARDES,HOSPITAL DE MISERICORDIA NOSSA SENHORA APARECIDA,,,M,,,M ,MUNICIPAL,4,5,19300096,RUA DR ARTHUR FALCONE,737,VIL SAO VICENTE,(18)3262-1415,-22.00052809,-51.56219592,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",55250476000172.0,hospitalpb@terra.com.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,32
2698463,3548502698463,35,354850,58200015000183.0,MUNICIPIO DE SANTOS,SECAO HOSPITAL E MATERNIDADE MUNICIPAL DR SILVERIO FONTES,,,M,,,M ,MUNICIPAL,4,5,11087180,RUA MINISTRO AGAMENON MAGALHAES,S/N,JARDIM CASTELO,(13)32098000,-23.9436602,-46.3765278,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,,1244,1.0,1.0,1.0,1.0,1,1,,SIM,24
2698471,3548502698471,35,354850,58200015000183.0,MUNICIPIO DE SANTOS,SECAO HOSPITAL MUNICIPAL DR ARTHUR DOMINGUES PINTO,,,M,,,M ,MUNICIPAL,4,5,11087180,RUA MINISTRO AGAMENON MAGALHAES,S/N,JARDIM CASTELO,(13)32033341,-23.9436417,-46.3765346,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,,1244,1.0,0.0,0.0,1.0,1,1,,SIM,64
2699915,3556702699915,35,355670,,IRMANDADE DA SANTA CASA DE VINHEDO,SANTA CASA DE VINHEDO,,,M,,,M ,MUNICIPAL,4,5,13280001,INDEPENDENCIA,4705,JARDIM SANTA ROSA,19 38869865,-23.0073188,-46.9885898,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",72909179000105.0,contabilidade@stacasavinhedo.com.br,3999,1.0,1.0,0.0,1.0,1,1,,SIM,67
2700204,3512302700204,35,351230,,CONSORCIO INTERMUNICIPAL DE SAUDE,HOSPITAL MUNICIPAL DE CONCHAS,,,M,,,M ,MUNICIPAL,4,5,18570000,RUA ALEXANDRE JOSE,87,CENTRO,(14)38451916,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",51516649000109.0,cis@lonline.com.br,1000,1.0,1.0,1.0,1.0,1,1,4.0,SIM,0
2702193,3555402702193,35,355540,,SANTA CASA DE MIS IRMANDADE DO SENHOR DOS PASSOS DE UBATUBA,SANTA CASA DE MISERICORDIA DE UBATUBA,,,M,,,M ,MUNICIPAL,4,5,11690165,RUA CONCEICAO,135,CENTRO,(12)38321600-7266,-23.434972,-45.071285,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",72747967000142.0,adm@santacasaubatuba.org.br,3999,1.0,1.0,0.0,1.0,1,1,,SIM,53
2704900,3507602704900,35,350760,,ASSOCIACAO LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DE DEUS,HOSPITAL UNIVERSITARIO SAO FRANCISCO NA PROV DE DEUS,,,E,,,E ,ESTADUAL,5,5,12916542,SAO FRANCISCO DE ASSIS,260,CIDADE UNIVERSITARIA,11 24901131,-22.95211014,-46.54284954,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",53221255005100.0,planejamento.husf@alsf.org.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,160
2705222,3530502705222,35,353050,,IRMANDADE DA SANTA CASA DE MISERICORDIA DE MOCOCA,SANTA CASA DE MOCOCA MOCOCA,,,M,,,M ,MUNICIPAL,4,5,13730119,PRC JEFFERSON FERRAZ,90,CENTRO,(19)36569200,-21.474216,-47.0055413,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",52505153000194.0,adm@santacasamococa.org.br,3999,1.0,1.0,0.0,1.0,1,1,,SIM,105
2705249,3543002705249,35,354300,46634366000113.0,PREFEITURA MUNICIPAL DE RIBEIRAO BRANCO,HOSPITAL MUNICIPAL MARIA ROSA CARDOSO,,,M,,,M ,MUNICIPAL,4,5,18430099,RUA CAPITAO ELIAS PEREIRA,1198,CENTRO,(15)3553-1144,-24.22578887,-48.76776637,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,hospital@ribeiraobranco.sp.gov.br,1244,1.0,1.0,1.0,1.0,1,1,,SIM,15
2705982,3516202705982,35,351620,,FUNDACAO SANTA CASA DE MISERICORDIA DE FRANCA,SANTA CASA DE FRANCA,,,E,,,E ,ESTADUAL,5,5,14400715,PCA DOM PEDRO II,1826,CENTRO,(16)37114000,-20.539,-47.401,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",47969134000189.0,provedoria@santacasadefranca.com.br,3069,1.0,1.0,1.0,1.0,1,1,,SIM,311
2708558,3552202708558,35,355220,,HOSPITAL CRISTAO DE SOROCABA S A,HOSPITAL EVANGELICO DE SOROCABA,,,M,,,M ,MUNICIPAL,4,5,18043001,GENERAL CARNEIRO,475,VILA LUCY,15 21016600,-23.5077152,-47.4843308,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",26048123000196.0,qualidade@evangelicohospital.com.br,2054,1.0,0.0,0.0,1.0,1,1,,NAO,126
2708566,3552202708566,35,355220,,UNIMED DE SOROCABA COOPERATIVA DE TRABALHO MEDICO,HOSPITAL UNIMED DE SOROCABA DR MIGUEL VILLA NOVA SOEIRO,,,M,,,M ,MUNICIPAL,4,5,18052210,RUA ANTONIA DIAS PETRI,135,PRQ SANTA ISABEL,(15)3229-3000,-23.5318623,-47.4968819,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",45399961000230.0,hospital@unimedsorocaba.com.br,2143,1.0,1.0,1.0,1.0,1,1,,SIM,277
2708779,3552202708779,35,355220,,IRMANDADE DA SANTA CASA DE MISERICORDIA DE SOROCABA,SANTA CASA DE SOROCABA,,,M,,,M ,MUNICIPAL,4,5,18013002,AV SAO PAULO,750,ARVORE GRANDE,(15) 2101-8000,-23.4917368,-47.4129929,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",71485056000121.0,administracao@santacasasorocaba.com.br,3999,1.0,1.0,0.0,1.0,1,1,,SIM,233
2716097,3541002716097,35,354100,46177531000155.0,MUNICIPIO DE PRAIA GRANDE,COMPLEXO HOSPITALAR IRMA DULCE O S S,,,M,,,M ,MUNICIPAL,4,5,11701210,R DAIR BORGES,550,BOQUEIRAO,(13)34764400,-24.00466005,-46.41879201,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,,1244,1.0,1.0,1.0,1.0,1,1,,SIM,174
